2014,gq,40
2016,sm,40
2014,re,40
2013,kn,30
2014,st,30
2016,to,30
2016,aw,30
2015,ms,30
2016,tc,30
2015,ls,30
2016,ad,30
2016,li,30
2014,gu,30
2014,pf,30
2014,gg,30
2013,gp,30
2013,ag,30
2014,gy,30
2015,gi,30
2014,im,30
2013,pf,30
2014,to,30
2015,ai,30
2013,ss,20
2015,tc,20
2014,bq,20
2014,ai,20
2016,cu,20
2016,er,20
2013,om,20
2015,st,20
2016,mq,20
2016,kn,20
2015,dj,20
2015,pf,20
2013,st,20
2013,vi,20
2015,as,20
2015,mf,20
2015,ws,20
2014,dm,20
2016,gi,10
2013,sz,10
2014,sl,10
2014,va,10
2015,gq,10
2015,sl,10
2013,sx,10
2013,sb,10
2016,gg,10
2013,mf,10
2014,er,10
2015,gy,10
2014,ki,10
2014,gl,10
2013,gn,10
2016,va,10
2016,vg,10
2013,fm,10
2016,je,10
2014,kp,10
2015,gg,10
2013,vg,10
2013,vu,10
2014,mf,10
2016,kp,10
2014,fm,10
2016,gy,10
2014,pm,10
2016,fo,10
2014,fk,10
2016,mc,10
2015,yt,10
2016,dm,10
2013,im,10
2015,cu,10
2015,gw,10
2016,ck,10
