2014,al,107200
2015,ee,107100
2014,dz,106600
2014,gh,104600
2014,am,102700
2014,mn,100400
2016,jo,97900
2016,lv,97400
2015,iq,97200
2015,sd,95300
2015,cw,95100
2014,ht,95100
2014,rw,94100
2015,kg,92000
2016,al,91500
2014,mu,89100
2015,bb,87700
2014,cw,87600
2016,tn,86600
2014,om,86400
2016,lk,84200
2016,dz,82900
2015,gh,81300
2014,zm,81200
2014,me,80800
2015,me,80500
2016,bh,77400
2016,jm,76200
2016,ee,75500
2015,ao,74900
2015,am,74800
2016,bm,74200
2015,zm,73800
2014,iq,73500
2015,fj,73400
2016,lu,70500
2015,bz,70300
2015,aw,70100
2016,tz,68400
2014,np,68300
2015,ht,67500
2014,fj,67400
2016,mt,66400
2014,ao,66300
2015,ug,65100
2016,lb,64900
2016,tt,64900
2016,rw,62800
2016,kg,61600
2015,pg,60300
2014,pg,59100
2016,uz,57600
2016,sd,56800
2014,cm,55800
2014,mz,55800
2016,cw,55500
2015,np,55500
2016,zw,55000
2015,sn,54100
2016,gh,53900
2014,na,50900
2014,gu,50400
2015,cm,50200
2015,mz,49700
2016,me,48300
2014,bn,47600
2014,bz,47600
2016,am,46900
2016,iq,45000
2015,vi,42900
2014,aw,42600
2016,ao,42100
2015,af,41700
2016,fj,41300
2015,tl,40700
2014,af,40200
2014,ky,40100
2015,ky,39800
2014,li,39600
2014,vg,39600
2015,om,39600
2016,zm,39200
2014,ci,39100
2014,vi,39000
2016,la,38500
2015,bn,38100
2016,aw,38000
2014,je,37700
2015,na,37000
2015,ax,36900
2014,gi,36200
2015,li,36000
2016,ht,35900
2014,bs,35700
2015,je,35100
2014,ax,34700
2015,fo,34600
2015,mg,34200
2016,bz,33400
2016,om,33100
2014,mg,33000
2016,pg,32700
2015,ag,31700
2015,bw,31600
2016,bb,31600
2014,sn,31400
2014,ly,30900
2015,bs,30500
2015,mm,29900
2016,bs,29200
2014,nc,29200
2014,sy,28800
2016,mz,28000
2014,tj,27800
2016,np,27400
2014,fo,27400
2014,ag,27400
2016,tl,26900
2015,re,26700
2015,mh,26700
2015,vu,26300
2014,ml,25400
2014,mh,25200
2014,sc,25200
2014,bw,25100
2014,tl,25000
2014,bt,24900
2015,ly,24800
2016,cm,24300
2015,bt,24000
2014,cu,23800
2014,mm,23700
2015,gu,23600
2014,sr,23500
2014,mc,23300
2016,je,23300
2016,vi,23300
2016,sn,22900
2016,re,22900
2016,af,22900
2016,mm,22400
2016,ug,21800
2015,sy,21700
2016,fo,21700
2016,ky,21700
2016,ax,21600
2016,bw,21400
2015,ml,21300
2015,cu,21300
2014,as,21200
2014,gl,20500
2015,mw,20000
2016,li,19600
2015,im,19100
2014,lr,18900
2015,gl,18800
2015,mq,18400
2016,na,18400
2015,sc,18400
2015,ci,18100
2014,kn,16500
2015,nc,16500
2015,tm,16000
2016,bn,15900
2014,pf,15800
2016,mg,15800
2015,vg,15100
2014,mq,14700
2014,im,14500
2015,sr,14100
2014,mw,14000
2016,tj,13900
2014,tm,13800
2016,ag,13600
2014,bj,13400
2014,re,13400
2015,tj,13300
2014,vu,13200
2016,mw,13100
2015,gp,12700
2015,gy,12600
2014,vc,12600
2015,tc,12300
2014,xk,11900
2016,ml,11600
2014,gg,11500
2016,ly,11500
2016,mq,11400
2016,bt,11400
2015,kn,11100
2014,gp,10900
2015,as,10800
2014,tg,10700
2014,fm,10700
2014,gd,10600
2015,gq,10600
2016,vu,10400
2016,gl,10400
2014,tc,10400
2016,mv,10300
2015,mv,10100
2016,gi,10100
2015,tg,10000
2015,gg,9800
2016,ci,9800
2014,ws,9700
2014,gy,9600
2014,gq,9500
2016,gu,9300
2015,gi,9300
2016,gp,9200
2014,cd,9000
2015,mc,8900
2015,fm,8900
2015,gd,8800
2015,xk,8500
2016,sy,8300
2016,cu,8100
2015,bj,8100
2014,sz,8000
2016,sr,7900
2014,lc,7900
2016,vg,7800
2016,im,7700
2016,gm,7700
2016,mh,7700
2015,sz,7700
2016,tg,7500
2014,ad,7500
2016,sc,7500
2014,ga,7400
2015,vc,7400
2015,gf,7300
2015,sx,7200
2015,ga,7100
2015,lr,7000
2016,nc,6800
2016,tm,6800
2016,gf,6400
2014,cg,6400
2016,tc,6300
2014,bf,6200
2014,sx,6200
2016,gy,6200
2015,pf,6200
2016,gq,6000
2015,sm,6000
2015,ad,5800
2016,cv,5700
2014,sb,5700
2014,mv,5600
2015,ws,5600
2014,sm,5500
2015,cv,5400
2014,ai,5300
2015,ls,5200
2016,gg,5100
2015,dj,5000
2016,sx,5000
2015,cd,5000
2016,as,4800
2015,lc,4700
2014,to,4700
2016,lr,4700
2015,cg,4700
2016,mc,4600
2016,bj,4500
2016,sm,4500
2015,ne,4500
2016,gd,4500
2015,mr,4400
2015,bq,4400
2016,vc,4300
2016,dj,4300
2016,kn,4300
2014,bq,4200
2016,sz,4100
2014,mf,4000
2015,bf,3900
2015,bi,3900
2016,ga,3800
2016,lc,3600
2016,cd,3600
2016,ws,3600
2014,ye,3400
2016,sb,3400
2016,xk,3300
2015,ye,3300
2015,mf,3300
2015,ai,3200
2014,gf,3200
2015,dm,3200
2015,sb,3100
2014,bi,3100
2015,gm,3100
2014,ck,2900
2015,et,2900
2015,mp,2900
2015,nr,2900
2016,fm,2900
2016,bi,2800
2014,cf,2800
2014,ne,2800
2016,cg,2700
2016,mr,2700
2015,to,2500
2014,dm,2500
2015,gn,2500
2014,ls,2400
2014,st,2300
2014,mp,2200
2015,io,2200
2014,nr,2200
2014,dj,2000
2016,so,1900
2015,ck,1900
2016,ls,1900
2016,ad,1800
2014,km,1800
2014,io,1700
2016,er,1700
2016,bf,1700
2016,mf,1700
2015,pm,1700
2014,gn,1700
2016,ck,1700
2016,ai,1600
2015,sl,1600
2016,sl,1600
2014,sl,1600
2016,yt,1500
2014,pm,1500
2016,dm,1500
2015,so,1500
2016,ye,1400
2016,ne,1400
2014,gm,1400
2014,kp,1400
2016,sj,1300
2015,er,1300
2015,sj,1300
2014,so,1200
2016,mp,1200
2014,fk,1200
2016,io,1200
2016,km,1100
2016,td,1100
2014,va,1100
2015,fk,1100
2015,yt,1100
2015,km,1100
2014,wf,1100
2016,pf,1000
2014,et,1000
2016,gn,900
2016,bq,900
2016,wf,900
2015,ss,900
2016,pm,800
2014,pw,800
2016,st,700
2016,ms,700
2016,to,700
2014,er,600
2014,cv,600
2015,wf,600
2016,ss,500
2014,ms,500
2016,et,500
2014,ss,400
2015,ms,400
2014,yt,400
2014,mr,400
2015,pw,400
2016,fk,400
2015,st,300
2015,bl,300
2016,pw,300
2016,ki,300
2014,tv,300
2014,ki,200
2016,va,200
2016,nr,200
2015,td,200
2014,nu,200
2016,tv,200
2015,va,200
2015,nu,200
2015,tv,100
2015,kp,100
2016,bl,100
2014,gw,100
2016,nu,100
2014,sj,100
