2016,4812,1725020
2016,9121,1453520
2016,4134,1446240
2016,8048,1025790
2016,22927,1024680
2016,18403,767720
2016,28202,761370
2016,6057,643750
2016,4788,612390
2016,37705,487520
2016,12715,393900
2016,19429,392750
2016,7303,388870
2016,18881,371100
2016,6849,348380
2016,7922,346430
2016,4766,343200
2016,17622,327020
2016,3816,312370
2016,11556,293240
2016,6866,282640
2016,8866,273030
2016,25472,233840
2016,1241,209780
2016,5483,180780
2016,6327,170940
2016,36947,159290
2016,20115,155370
2016,1267,151260
2016,4837,151010
2016,9829,142620
2016,3462,142360
2016,14420,120080
2016,24863,117510
2016,9146,109070
2016,31549,108720
2016,13127,108020
2016,2609,107590
2016,4713,106920
2016,24560,104420
2016,39939,103380
2016,59715,95910
2016,17552,93660
2016,3329,91920
2016,38547,91350
2016,23889,91010
2016,12389,90410
2016,9506,89880
2016,31477,85720
2016,3269,83680
2016,28573,82770
2016,134419,82480
2016,53006,81610
2016,13489,81510
2016,5384,81200
2016,8167,80310
2016,10796,77100
2016,23724,76730
2016,3786,76110
2016,7029,72130
2016,16814,71020
2016,9299,67360
2016,11830,67040
2016,8151,66760
2016,7992,64630
2016,17676,63360
2016,6400,61080
2016,9930,60840
2016,26599,57460
2016,4565,56250
2016,12880,54410
2016,9198,53630
2016,11814,52840
2016,20001,51680
2016,7738,51100
2016,17511,50260
2016,23969,49090
2016,14117,48460
2016,22368,47730
2016,5650,46870
2016,8585,46770
2016,12297,46460
2016,13999,44060
2016,17858,42370
2016,5639,42300
2016,12768,39700
2016,6568,39430
2016,45899,38730
2016,42682,38560
2016,11351,37780
2016,8997,37710
2016,48159,37300
2016,26615,36580
2016,4760,34330
2016,56046,34130
2016,11426,33780
2016,10036,32560
2016,11815,32070
2016,51604,31450
2016,12271,31310
2016,6697,31050
2016,27699,30740
2016,34533,30530
2016,2516,29940
2016,11427,28210
2016,8402,28100
2016,55577,27900
2016,5617,27860
2016,41682,27520
2016,8551,26950
2016,52207,26300
2016,9824,26110
2016,17813,25720
2016,12338,25300
2016,57378,25240
2016,39435,24990
2016,19108,24960
2016,4739,24420
2016,41754,24080
2016,11290,23500
2016,9808,23410
2016,50543,23320
2016,11081,23230
2016,56420,22860
2016,50498,22830
2016,31334,22620
2016,197121,22370
2016,1221,22190
2016,2518,21150
2016,12083,20480
2016,42003,20430
2016,50542,20410
2016,41668,20150
2016,41164,19720
2016,4808,19580
2016,43754,19580
2016,6147,19570
2016,51570,19440
2016,5466,19320
2016,42116,18830
2016,25620,18340
2016,43478,18330
2016,3352,18010
2016,51819,17330
2016,25229,17150
2016,701,17130
2016,2527,17040
2016,9387,16970
2016,812,16420
2016,27953,16420
2016,3651,16230
2016,7545,16120
2016,50512,16020
2016,1103,15780
2016,133481,15490
2016,4780,15470
2016,50544,15360
2016,2510,15280
2016,9394,15230
2016,51645,15220
2016,12150,15150
2016,12741,14740
2016,9924,14530
2016,7679,14280
2016,41661,14060
2016,3320,13900
2016,20928,13810
2016,9790,13690
2016,17974,13310
2016,39028,13240
2016,41843,13170
2016,37492,13070
2016,33363,13050
2016,56330,13030
2016,17816,13030
2016,55430,13020
2016,57026,12940
2016,57044,12840
2016,51074,12720
2016,21826,12550
2016,42610,12350
2016,,12260
2016,49048,11990
2016,27775,11810
2016,12301,11710
2016,9116,11700
2016,18566,11520
2016,45595,11510
2016,41727,11460
2016,58085,11460
2016,29695,11420
2016,12946,11380
2016,25405,11360
2016,8386,11110
2016,4804,11010
2016,30722,10890
2016,60339,10790
2016,4847,10730
2016,18809,10640
2016,9617,10370
2016,27839,10360
2016,39501,10240
2016,9737,10150
2016,34590,10020
2016,18049,9930
2016,8452,9730
2016,45758,9570
2016,8359,9530
2016,29314,9520
2016,18182,9440
2016,3737,9260
2016,34748,9130
2016,12735,9130
2016,23184,9120
2016,12430,9090
2016,51035,8990
2016,3216,8860
2016,28812,8790
2016,9943,8690
2016,59713,8680
2016,28114,8590
2016,22085,8320
