2016,4134,15909850
2016,4766,13814780
2016,4837,13592230
2016,17506,11761830
2016,7029,10263070
2016,7925,9551310
2016,16814,6949380
2016,3320,6465830
2014,4713,5662460
2015,2519,5294070
2014,2497,4845050
2016,2516,4405780
2016,7018,4057320
2016,8151,3766770
2016,9808,3478590
2016,7738,3449350
2016,3216,3425430
2016,4788,3362670
2016,17858,3181680
2016,18881,3083540
2016,3786,2847710
2016,28573,2606350
2016,9829,2357030
2016,7922,2240110
2016,9318,2071910
2016,45899,1949560
2016,10429,1907160
2016,9121,1902000
2016,9394,1876510
2016,1221,1720600
2016,4808,1682750
2016,15557,1673800
2015,2510,1658070
2016,39927,1650060
2016,14265,1643710
2016,4812,1626820
2016,6128,1624870
2016,24560,1597710
2016,14280,1596840
2016,7385,1524260
2016,4230,1520250
2014,23637,1495760
2016,209,1494440
2016,9595,1447590
2014,2510,1422410
2016,59715,1377960
2016,9050,1367880
2016,,1356600
2016,3215,1349170
2016,5617,1277360
2016,5413,1249770
2016,12083,1228340
2014,2514,1223730
2016,9198,1210990
2016,2828,1199190
2016,17974,1188460
2016,8881,1145480
2016,26228,1119880
2016,1267,1116980
2016,8167,1107470
2016,701,1103280
2016,17621,1087040
2016,3292,1082670
2016,786,1069420
2016,6389,1058980
2016,11172,1050380
2016,5483,1033270
2016,17816,1022420
2016,18403,1002580
2016,4755,931290
2016,1257,926290
2016,19994,905560
2016,42973,901080
2016,4750,885420
2016,27699,860700
2016,9498,853550
2016,174,841780
2016,6830,838450
2014,2516,834800
2016,11664,821080
2016,20161,794650
2016,23201,785010
2016,12322,783940
2016,4181,776720
2016,9269,766500
2016,3352,736710
2016,5650,731490
2016,14420,709620
2014,2527,707800
2016,4847,703060
2016,18101,698560
2016,3303,697630
2016,9812,691720
2016,6739,685500
2016,262849,675300
2016,2514,656320
2016,4713,650530
2016,56040,638470
2016,18566,617210
2016,25490,606550
2016,8492,600670
2016,32475,592670
2016,13193,578910
2016,27357,578520
2016,7552,575150
2016,33363,572540
2016,19108,571370
2016,10796,555800
2016,3356,552880
2016,33070,552390
2015,4713,551290
2016,9381,551010
2016,51964,547330
2014,17506,542090
2016,2914,540280
2016,12670,540080
2016,5384,538950
2016,12714,536120
2016,5610,532360
2016,12741,527460
2016,20115,513940
2016,28509,498090
2016,56046,495720
2016,15808,495530
2016,6057,494970
2016,3549,491900
2016,1239,491730
2016,12389,485320
2016,4725,473630
2016,2119,466520
2016,46475,462390
2016,17676,455810
2016,2860,446580
2016,5089,444800
2014,4134,439260
2016,12874,436830
2016,3462,434570
2016,26599,434440
2016,36351,429200
2016,28634,426110
2016,3561,415350
2016,16735,415190
2016,577,413760
2016,33544,405610
2016,7545,403340
2016,11427,399610
2016,5410,399070
2016,702,397810
2016,9299,397340
2016,2856,397140
2016,6327,395700
2016,714,385410
2016,11351,383230
2016,30844,381830
2016,8452,381010
2016,22773,378060
2016,14080,374570
2016,1659,371650
2016,8612,370660
2016,12430,363540
2016,19429,363010
2016,25454,361400
2016,3209,360030
2016,24547,359280
2016,4515,358780
2016,8708,355500
2016,2764,352280
2016,45528,351270
2016,4609,342970
2016,15395,336410
2016,3816,336350
2016,9931,336220
2016,20676,332250
2016,17451,331750
2016,17552,327750
2016,29695,327480
2016,17622,327390
2016,58543,324690
2016,45758,323950
2016,8781,322780
2016,5432,321320
2016,6863,319120
2016,6939,317340
2014,4766,314660
2016,13591,314070
2016,14989,312990
2016,8001,312760
2016,9658,311470
2016,11426,311220
2016,36903,306730
2016,17638,305170
2016,9116,304350
2016,8732,301080
2016,3301,297170
2016,12353,296880
2016,10481,296580
2016,197274,295620
2016,6147,295330
2016,20001,295170
2016,14754,294220
2016,11232,288790
2016,21127,288520
2016,4589,286900
2016,23969,286070
2016,10143,285300
2016,13489,284620
2016,10938,283050
2016,6429,281560
2016,131293,281100
2015,4134,280470
2016,17813,280050
2016,6181,279930
2016,3741,273010
2016,6648,269290
2016,2519,267050
2016,23688,265640
2016,12880,265610
2016,8968,264380
2016,10201,263030
2016,23724,262750
2016,9308,262510
2016,14051,260130
2016,13999,259230
2016,9929,258430
2016,6866,258220
2016,44869,257770
2016,10620,257680
2016,2497,257590
2016,14230,255600
2016,7470,254290
2016,680,253890
2016,8400,253870
2016,56041,251560
2016,17623,251250
2016,8220,250060
2016,12271,248880
2016,5563,248490
2016,2152,247090
2016,31430,245990
2016,6730,245360
2016,4323,245290
2016,7418,244940
2016,81,241490
2016,24086,241420
2016,11320,240050
2016,22927,239830
2016,9848,239290
2016,31863,239120
2016,9924,237020
2016,1136,235470
2016,15886,235020
2016,17839,234690
2014,4837,233970
2016,20771,232350
2016,12302,232270
2016,2200,232150
2016,7438,232090
2016,11014,231150
2016,5396,230340
2016,4621,229420
2016,21056,229200
2016,17488,228020
2016,25394,227670
2016,9443,227410
2016,24139,226610
2016,31257,226590
2014,7018,225850
2016,16276,225120
2016,3758,224870
2016,6461,224800
2016,14103,221400
2016,6821,220670
2016,4760,220590
2016,12301,220160
2016,34974,219930
2016,9824,219200
2016,22085,217930
2016,9484,215890
2016,6697,215290
2016,20731,214370
2016,28685,212670
2016,1680,212000
2016,5056,206850
2016,23089,205480
2016,20485,205320
2016,22561,203810
2016,21599,203160
2016,4694,201840
2016,7349,200870
2016,22925,200510
2016,9676,198780
2016,4657,197610
2016,6405,195800
2016,41601,195550
2016,28840,194250
2016,13415,193870
2016,6412,192110
2016,22047,192080
2016,7992,191940
2016,5603,191270
2016,48176,190880
2016,6855,187210
2016,11562,185600
2016,8953,184610
2016,31042,182500
2016,8402,182360
2016,45629,181850
2016,45753,181840
2016,35662,180800
2016,3313,180770
2016,24739,180060
2016,25019,179870
2016,224,179670
2016,19318,179510
2016,8447,178610
2016,32748,178320
2016,3253,177840
2016,31263,177410
2016,12975,177330
2016,20860,174620
2016,6471,174440
2016,12380,174430
2016,12042,173000
2016,13184,172350
2016,38450,171540
2016,39015,170560
2016,17222,169410
2016,7381,167070
2016,16685,166340
2016,18207,166250
2016,7303,165240
2016,15924,163830
2016,13230,163310
2016,22652,162680
2016,26615,161950
2016,9304,161700
2016,4775,161200
2016,34984,160820
2016,9119,160720
2016,7693,160410
2016,719,160010
2016,28753,159280
2016,8551,158500
2016,8607,157400
2016,2116,157380
2016,10834,157290
2016,812,157280
2016,12350,157250
2016,8369,157100
2016,6663,156570
2016,39939,155930
2016,8047,155340
2016,10933,155090
2016,15290,154870
2016,4800,154570
2016,36430,154460
2016,11486,153850
2016,23650,152960
2016,20141,150950
2016,45595,150350
2016,20533,149280
2016,1241,148770
2016,8386,148310
2016,9105,148060
2016,18001,148030
2016,6799,147790
2016,8426,147720
2016,9584,147470
2015,4766,147360
2016,16160,146340
2016,2510,146270
2016,8560,146050
2016,10014,145250
2016,22136,144530
2016,17306,143450
2016,48452,143420
2016,31252,143280
2016,9319,143140
2016,12252,142020
2016,36375,141990
2016,4130,141130
2016,9354,140900
2014,3786,140440
2016,36327,139640
2016,12703,139580
2016,8905,139430
2016,17849,138360
2016,56048,137890
2016,27696,137510
2016,20632,137470
2016,7843,137140
2016,15704,136810
2016,11509,136670
2016,27887,135470
2016,15525,135450
2016,8437,135390
2016,15732,135390
2016,42772,135190
2016,31115,134850
2016,133420,134180
2016,9930,133960
2015,17506,133950
2016,9919,133840
2016,9762,133820
2016,11915,133540
2016,28812,133450
2016,553,132770
2016,21949,132710
2016,6221,132420
2016,8100,131660
2014,7029,131180
2016,38264,131040
2016,21483,130850
2016,8641,130650
2016,25408,130340
2016,11888,129730
2016,54489,129710
2016,9737,129170
2016,15500,128920
2016,8595,127750
2016,14979,127390
2016,4739,127240
2016,8048,127160
2016,47165,127120
2016,10823,126140
2016,7011,126040
2015,4837,126020
2016,7684,125870
2016,31027,125820
2016,37061,125680
2015,7029,125230
2016,13037,125140
2016,1273,124850
2016,12772,124580
2016,6713,124370
2016,5408,124030
2016,31549,123870
2016,7543,123710
2016,2381,123610
2016,9260,123170
2016,32592,123120
2015,2497,123080
2016,14174,122970
2016,7078,122310
2016,6407,122000
2016,36049,121270
2016,13333,121110
2016,11432,120460
2016,21299,120450
2016,6067,120410
2016,25620,119870
2016,19817,119340
2016,15589,119330
2016,21565,118590
2016,766,118540
2016,20057,118500
2016,25229,118500
2016,6332,118330
2016,11556,117920
2016,2379,117780
2016,7151,117710
2016,12177,117630
2016,39102,117350
2016,23541,117330
2016,27843,117080
2016,8473,116150
2016,9031,115800
2016,12683,115770
2016,35104,115640
2016,35612,115360
2016,7377,114200
2016,53006,114010
2016,198608,113900
2016,17968,113200
2016,39545,113100
2016,11342,112920
2016,24309,112840
2016,29208,112830
2016,24445,112640
2016,30722,112520
2016,16019,112370
2016,8359,111830
2016,30028,111690
2016,25515,111610
2016,24138,111300
2016,15576,110330
2016,25607,110030
2016,38283,109150
2016,32743,109110
2016,5466,108810
2016,8997,108520
2016,41572,107380
2016,3257,107210
2016,3302,107080
2016,17547,106790
2016,4816,106620
2016,10010,106620
2016,3595,106370
2016,29933,106180
2016,7795,106100
2016,13645,106070
2016,9186,105990
2016,11272,105630
2016,17639,105610
2016,56460,105460
2016,29648,105320
2016,36493,105280
2016,42668,104990
2016,9143,104980
2016,18809,104910
2016,2529,104650
2016,7616,104210
2016,25549,103800
2016,5607,103710
2016,31655,103690
2014,3320,103470
2016,12969,103360
2016,17917,103080
2016,4565,103020
2016,8470,102570
2016,17820,102060
2016,30689,101500
2016,20804,101450
2016,11404,101450
2016,9009,101080
2016,53207,101030
2016,26288,100950
2016,7788,100940
2016,19916,100920
2016,7506,100690
2016,33915,100370
2016,9845,100240
2016,9341,99930
2016,4780,99680
2014,9318,99480
2016,13285,99380
2016,35575,99120
2016,5778,98890
2016,8717,98810
2016,16582,98630
2016,8422,98620
2016,5391,98560
2016,9365,98460
2016,7643,98380
2016,38669,97970
2016,5588,97970
2016,9583,97910
2016,44775,97770
2016,6849,97230
2016,393249,97040
2016,2854,96960
2016,8201,95220
2016,4795,95210
2016,34224,95170
2016,3491,95160
2016,12530,95050
2016,6453,94910
2016,14288,94640
2016,9738,94530
2016,23486,94320
2016,22438,94130
2016,8542,94010
2016,25227,93740
2016,8393,93630
2016,16397,93560
2016,12312,93130
2016,210,93010
2016,16245,92480
2016,46562,92290
2016,2907,92210
2016,47217,92020
2016,2686,91940
2016,21803,91910
2016,48642,91860
2016,20959,91800
2016,15830,91790
2016,14383,91600
2016,264496,91570
2016,1103,91390
2016,6848,91310
2016,57393,91290
2016,38566,91280
2016,5580,90840
2016,22667,90180
2016,8866,90170
2016,20847,90050
2016,8672,89960
2016,28502,89770
2016,27364,89620
2016,31148,89330
2016,42355,89150
2016,38322,89080
2016,8374,88910
2016,9506,88670
2016,8928,88630
2016,35819,88580
2016,9208,88280
2016,9723,88200
2016,6539,88030
2016,31708,88030
2016,7332,87980
2016,17707,87910
2016,42689,87750
2016,51852,87670
2016,12479,87570
2016,16322,87470
2016,23033,87320
2016,46844,87250
2016,35032,87150
2016,6700,87140
2016,24940,86800
2016,13445,86770
2016,17964,86650
2016,2609,86380
2016,17439,86030
2016,17408,85960
2016,23352,85940
2016,15706,85930
2016,6703,85920
2016,28303,85350
2016,17675,85200
2016,18450,85010
2016,12715,84900
2014,17858,84840
2016,30733,84690
2016,11796,84470
2016,37228,84300
2016,2554,84140
2016,30036,83650
2016,14117,83340
2016,3593,83210
2016,9534,83080
2016,13649,82940
2016,53850,82800
2016,22343,82710
2016,46375,82380
2016,30801,82220
2016,56047,82110
2016,36947,82050
2016,6619,81940
2015,3320,81870
2016,21193,81790
2016,43150,81670
2016,8591,81450
2016,15180,81270
2016,8585,80930
2016,48918,80840
2016,15802,80490
2016,2527,80480
2016,21413,80480
2016,7393,80480
2016,39737,80400
2016,15695,80310
2016,35132,80200
2016,4927,80130
2016,12310,79970
2016,17941,79680
2016,17908,79500
2016,23674,79460
2016,38097,79320
2016,20077,79290
2016,7794,79040
2016,58466,78940
2016,48159,78820
2016,9600,78800
2016,13693,78670
2016,37963,78630
2016,10318,78550
2016,28590,78420
2016,22995,78150
2016,30925,77970
2016,6459,77850
2016,23673,77830
2016,18530,77780
2016,27947,77510
2016,17511,77500
2016,55577,77220
2016,6846,77200
2016,15736,77070
2016,10430,76880
2016,32880,76400
2016,6594,75950
2016,38623,75900
2016,9370,75690
2016,9146,75300
2016,25843,75000
2016,32354,74950
2016,57795,74930
2016,31893,74830
2016,7782,74760
2016,36914,74670
2016,16904,74530
2016,35558,74470
2016,37457,74460
2016,22368,74450
2016,23205,74390
2016,12586,74360
2016,41854,74150
2016,46825,74150
2016,35401,73900
2016,30359,73430
2016,17139,73430
2016,31222,73210
2014,,73060
2016,28189,72760
2016,26,72440
2016,5760,72400
2016,7514,72370
2016,13878,72300
2016,11139,72010
2016,29580,71990
2016,5385,71930
2016,30836,71920
2016,38425,71870
2016,131090,71820
2016,45780,71550
2016,8342,71530
2016,7654,71520
2016,3243,71510
2016,29283,71450
2016,47442,71450
2016,2107,71280
2016,33748,71260
2016,28166,71240
2016,24028,71200
2016,23148,71090
2016,29422,71070
2016,5006,71060
2016,27822,71030
2016,1759,70830
2016,17754,70810
2016,18712,70650
2016,24810,70540
2016,29518,70520
2016,6871,70500
2016,13703,70410
2016,22689,70390
2016,25,70290
2016,34797,70250
2016,197832,70170
2016,43994,70080
2016,12963,70070
2016,25525,69880
2016,29513,69870
2016,10036,69850
2016,3254,69500
2016,4685,69410
2016,55361,69390
2016,17072,69290
2016,22351,69100
2016,23338,69100
2016,24931,69070
2016,28968,68930
2016,21155,68840
2016,12414,68500
2016,9286,68460
2016,12334,68420
2016,4922,68380
2016,4751,68360
2016,30295,68300
2016,25405,68280
2016,28717,68270
2016,16301,68240
2016,38182,68230
2016,58542,68070
2016,7562,68060
2016,8495,68050
2016,17766,67770
2016,12552,67640
2016,11403,67600
2016,29091,67510
2016,29468,67490
2016,43561,67380
2016,21627,67330
2016,26609,67190
2016,37943,67170
2016,20255,67110
2016,6910,67040
2016,17429,66900
2016,21479,66840
2016,9939,66800
2016,31122,66790
2016,27193,66770
2016,27665,66690
2016,199335,66670
2016,2734,66520
2016,36879,66480
2016,2500,66370
2016,15527,66370
2016,22724,66300
2014,4808,66240
2016,2706,66200
2016,13170,66180
2016,13768,66050
2016,12129,65970
2016,790,65840
2016,39101,65660
2016,28250,65550
2016,25818,65470
2016,35916,65430
