spam,be,2015,47300
opendns,mk,2014,47200
openntp,am,2016,46900
opendns,ni,2014,46500
spam,cz,2015,46000
opendns,ci,2016,45700
opendns,me,2015,45400
spam,il,2014,45300
spam,pl,2016,45000
opendns,cu,2015,45000
openntp,iq,2016,45000
opendns,al,2014,45000
opendns,kh,2014,44500
spam,co,2013,44100
openssdp,ee,2016,44000
spam,id,2014,43800
openssdp,si,2016,43800
opendns,ga,2015,43700
opendns,la,2016,43300
openntp,vi,2015,42900
opendns,qa,2015,42600
openntp,aw,2014,42600
opendns,gu,2014,42500
spam,my,2015,42400
openssdp,gt,2016,42200
openntp,ao,2016,42100
openntp,af,2015,41700
opendns,ug,2015,41400
openntp,fj,2016,41300
spam,th,2014,41100
opendns,mn,2015,41000
spam,gb,2014,40900
spam,tn,2016,40700
openntp,tl,2015,40700
opendns,cu,2016,40500
spam,im,2015,40400
spam,sa,2016,40300
spam,sa,2015,40300
spam,bd,2016,40200
openntp,af,2014,40200
openntp,ky,2014,40100
spam,ng,2015,39900
openntp,ky,2015,39800
opendns,mt,2016,39800
openntp,om,2015,39600
openntp,vg,2014,39600
openntp,li,2014,39600
opendns,gh,2014,39300
openntp,zm,2016,39200
openntp,ci,2014,39100
openntp,vi,2014,39000
opendns,gy,2015,38800
spam,ch,2015,38800
openntp,la,2016,38500
spam,ph,2016,38500
opendns,gi,2015,38400
spam,br,2013,38400
opendns,mu,2014,38200
spam,iq,2015,38100
openntp,bn,2015,38100
openssdp,ni,2016,38000
openntp,aw,2016,38000
opendns,lt,2014,37800
openntp,je,2014,37700
spam,zm,2015,37600
opendns,me,2016,37600
openssdp,mo,2016,37200
openntp,na,2015,37000
openntp,ax,2015,36900
opendns,bs,2015,36800
openssdp,ke,2016,36600
spam,ie,2015,36300
openntp,gi,2014,36200
opendns,ve,2014,36000
openntp,li,2015,36000
spam,dk,2015,35900
openntp,ht,2016,35900
spam,cn,2013,35700
openntp,bs,2014,35700
opendns,ee,2014,35600
opendns,cm,2016,35500
spam,ro,2016,35400
openntp,je,2015,35100
spam,nl,2013,34900
openntp,ax,2014,34700
openssdp,ky,2016,34600
openntp,fo,2015,34600
opendns,om,2014,34400
spam,bg,2016,34200
openntp,mg,2015,34200
spam,th,2013,34100
spam,at,2015,33700
openssdp,bq,2016,33700
opendns,kw,2014,33600
opendns,jm,2015,33600
openntp,bz,2016,33400
spam,au,2015,33300
spam,pk,2015,33200
opendns,bn,2015,33200
openssdp,mv,2016,33200
opendns,tg,2015,33100
openntp,om,2016,33100
openntp,mg,2014,33000
opendns,fo,2015,32900
spam,th,2016,32800
openssdp,pr,2016,32800
openntp,pg,2016,32700
openssdp,hn,2016,32600
spam,hk,2014,32400
opendns,hn,2014,32400
opendns,kn,2015,32400
spam,mx,2013,32200
opendns,zw,2016,32200
opendns,mn,2016,32200
spam,ae,2016,32100
openntp,ag,2015,31700
opendns,pr,2014,31600
openntp,bw,2015,31600
spam,il,2015,31600
openntp,bb,2016,31600
opendns,bw,2015,31500
spam,bg,2014,31500
opendns,py,2016,31500
openntp,sn,2014,31400
opendns,ga,2016,31100
openntp,ly,2014,30900
spam,pt,2015,30700
openssdp,np,2016,30500
openntp,bs,2015,30500
spam,ec,2015,30400
openntp,mm,2015,29900
spam,bo,2016,29800
spam,pe,2015,29800
spam,cl,2016,29700
opendns,tg,2016,29600
opendns,sm,2015,29500
openssdp,mg,2016,29400
spam,sa,2014,29300
openntp,nc,2014,29200
